iteration,requests_count,nodes_count,time_limit,dfs_backtrack,dfs_normal,ratio
3845,4,6,24,4,4,1.0
3846,12,13,22,12,12,1.0
3847,11,15,26,11,11,1.0
3848,11,5,13,11,10,1.1
3849,5,8,16,5,5,1.0
3850,14,4,17,14,14,1.0
3851,10,3,18,10,10,1.0
3852,7,12,15,7,7,1.0
3853,19,4,10,10,10,1.0
3854,18,4,18,17,16,1.0625
3855,24,3,23,19,18,1.0555555555555556
3856,7,13,19,7,7,1.0
3857,11,2,22,11,11,1.0
3858,13,11,23,13,13,1.0
3859,17,2,12,12,12,1.0
3860,8,4,11,7,6,1.1666666666666667
3861,17,11,21,16,12,1.3333333333333333
3862,16,8,21,15,14,1.0714285714285714
3863,26,5,18,18,16,1.125
3864,3,12,15,3,3,1.0
3865,7,15,14,7,7,1.0
3866,15,7,20,15,14,1.0714285714285714
3867,18,2,18,16,16,1.0
3868,7,11,11,7,7,1.0
3869,16,6,15,13,12,1.0833333333333333
3870,9,15,16,9,9,1.0
3871,2,5,19,2,2,1.0
3872,21,12,14,12,11,1.0909090909090908
3873,15,13,18,14,13,1.0769230769230769
3874,11,15,17,11,11,1.0
3875,23,2,16,16,16,1.0
3876,19,9,24,18,18,1.0
3877,10,12,25,10,10,1.0
3878,9,2,23,9,9,1.0
3879,12,2,21,12,12,1.0
3880,13,3,23,13,13,1.0
3881,19,15,18,15,13,1.1538461538461537
3882,16,11,24,16,16,1.0
3883,24,11,25,18,17,1.0588235294117647
3884,5,7,14,5,5,1.0
3885,15,11,14,13,11,1.1818181818181819
3886,23,3,13,13,11,1.1818181818181819
3887,7,3,15,7,7,1.0
3888,16,10,11,9,9,1.0
3889,26,6,12,12,12,1.0
3890,24,6,20,19,18,1.0555555555555556
3891,18,4,24,18,17,1.0588235294117647
3892,4,12,25,4,4,1.0
3893,19,7,19,15,14,1.0714285714285714
3894,6,2,14,6,6,1.0
3895,17,7,10,10,10,1.0
3896,18,11,12,11,11,1.0
3897,3,10,25,3,3,1.0
3898,8,4,25,8,8,1.0
3899,1,13,12,1,1,1.0
3900,4,5,23,4,4,1.0
3901,24,4,24,21,19,1.105263157894737
3902,9,13,25,9,9,1.0
3903,5,7,26,5,5,1.0
3904,14,8,13,11,11,1.0
3905,8,4,19,8,8,1.0
3906,23,5,19,16,15,1.0666666666666667
3907,25,13,15,15,14,1.0714285714285714
3908,26,3,24,19,19,1.0
3909,6,13,23,6,6,1.0
3910,12,14,12,9,8,1.125
3911,22,15,14,12,11,1.0909090909090908
3912,12,11,14,10,10,1.0
3913,23,11,19,15,15,1.0
3914,3,6,15,3,3,1.0
3915,5,8,17,5,5,1.0
3916,11,9,11,8,7,1.1428571428571428
3917,12,7,13,11,10,1.1
3918,1,9,15,1,1,1.0
3919,11,7,12,10,9,1.1111111111111112
3920,24,2,19,18,17,1.0588235294117647
3921,15,9,18,12,12,1.0
3922,13,7,21,13,13,1.0
3923,14,13,22,14,13,1.0769230769230769
3924,9,14,21,9,9,1.0
3925,6,10,10,6,6,1.0
3926,2,2,18,2,2,1.0
3927,23,15,11,10,9,1.1111111111111112
3928,8,6,19,8,8,1.0
3929,17,2,21,16,16,1.0
3930,1,12,24,1,1,1.0
3931,23,15,21,17,16,1.0625
3932,5,3,19,5,5,1.0
3933,6,5,11,6,6,1.0
3934,10,11,21,10,10,1.0
3935,23,10,21,16,14,1.1428571428571428
3936,9,2,24,9,9,1.0
3937,15,10,17,12,11,1.0909090909090908
3938,16,12,16,13,12,1.0833333333333333
3939,5,11,18,5,5,1.0
3940,18,5,16,15,14,1.0714285714285714
3941,6,3,24,6,6,1.0
3942,5,15,15,5,5,1.0
3943,22,11,18,16,15,1.0666666666666667
3944,1,2,12,1,1,1.0
3945,8,3,16,8,8,1.0
3946,14,3,15,12,11,1.0909090909090908
3947,14,12,14,11,10,1.1
3948,18,3,19,15,14,1.0714285714285714
3949,23,8,26,21,19,1.105263157894737
3950,14,3,18,13,12,1.0833333333333333
3951,10,4,15,10,10,1.0
3952,25,9,10,10,10,1.0
3953,11,4,16,10,9,1.1111111111111112
3954,14,12,10,9,7,1.2857142857142858
3955,6,11,22,6,6,1.0
3956,4,12,16,4,4,1.0
3957,22,15,17,14,13,1.0769230769230769
3958,12,2,22,12,12,1.0
3959,9,6,14,9,9,1.0
3960,13,5,10,10,9,1.1111111111111112
3961,24,2,17,17,15,1.1333333333333333
3962,16,14,25,16,15,1.0666666666666667
3963,8,6,21,8,8,1.0
3964,16,5,24,16,16,1.0
3965,8,12,17,8,8,1.0
3966,4,7,13,4,4,1.0
3967,21,10,14,11,10,1.1
3968,4,6,26,4,4,1.0
3969,15,5,22,15,15,1.0
3970,23,3,10,10,10,1.0
3971,26,2,26,22,22,1.0
3972,19,13,16,13,11,1.1818181818181819
3973,21,14,22,19,17,1.1176470588235294
3974,10,7,16,10,10,1.0
3975,6,7,25,6,6,1.0
3976,6,12,17,6,6,1.0
3977,1,5,24,1,1,1.0
3978,23,8,23,19,16,1.1875
3979,8,9,19,8,8,1.0
3980,15,13,23,15,14,1.0714285714285714
3981,10,8,16,10,10,1.0
3982,13,14,20,13,12,1.0833333333333333
3983,19,5,22,18,16,1.125
3984,24,14,11,10,10,1.0
3985,10,15,21,10,10,1.0
3986,26,12,11,11,11,1.0
3987,25,8,15,15,14,1.0714285714285714
3988,12,6,25,12,12,1.0
3989,8,2,19,8,8,1.0
3990,18,11,18,15,15,1.0
3991,19,15,26,17,16,1.0625
3992,22,15,23,17,16,1.0625
3993,4,4,24,4,4,1.0
3994,15,2,19,14,14,1.0
3995,10,4,23,10,10,1.0
3996,23,3,18,18,18,1.0
3997,1,5,19,1,1,1.0
3998,5,10,12,5,5,1.0
3999,26,4,19,19,19,1.0
4000,16,11,26,16,16,1.0
4001,7,13,13,7,7,1.0
4002,9,7,11,7,6,1.1666666666666667
4003,1,7,14,1,1,1.0
4004,15,7,25,15,15,1.0
4005,1,11,10,1,1,1.0
4006,24,10,10,10,10,1.0
4007,3,11,18,3,3,1.0
4008,24,7,26,22,21,1.0476190476190477
4009,4,15,18,4,4,1.0
4010,12,2,25,12,12,1.0
4011,10,10,24,10,10,1.0
4012,6,2,12,6,6,1.0
4013,14,6,15,11,11,1.0
4014,7,4,25,7,7,1.0
4015,26,6,20,18,16,1.125
4016,15,12,18,13,12,1.0833333333333333
4017,24,8,24,20,19,1.0526315789473684
4018,18,11,26,18,17,1.0588235294117647
4019,15,11,20,13,13,1.0
4020,21,11,14,13,12,1.0833333333333333
4021,24,11,16,16,15,1.0666666666666667
4022,10,5,22,10,10,1.0
4023,12,14,22,12,12,1.0
4024,9,8,11,8,8,1.0
4025,18,5,24,18,16,1.125
4026,7,2,23,7,7,1.0
4027,12,3,14,11,11,1.0
4028,16,11,16,13,11,1.1818181818181819
4029,2,9,26,2,2,1.0
4030,9,14,10,6,6,1.0
4031,21,3,25,18,18,1.0
4032,4,14,24,4,4,1.0
4033,20,2,16,13,12,1.0833333333333333
4034,2,2,13,2,2,1.0
4035,5,10,13,5,5,1.0
4036,12,12,19,12,12,1.0
4037,7,12,21,7,7,1.0
4038,25,4,15,15,13,1.1538461538461537
4039,21,15,21,17,16,1.0625
4040,25,11,20,18,18,1.0
4041,19,8,10,9,8,1.125
4042,2,5,25,2,2,1.0
4043,24,12,25,21,21,1.0
4044,21,12,17,14,12,1.1666666666666667
4045,17,8,23,17,16,1.0625
4046,3,5,17,3,3,1.0
4047,24,14,15,13,13,1.0
4048,2,13,23,2,2,1.0
4049,26,6,21,21,20,1.05
4050,2,6,15,2,2,1.0
4051,10,5,18,10,10,1.0
4052,9,3,22,9,9,1.0
4053,25,5,11,11,11,1.0
4054,16,8,19,16,14,1.1428571428571428
4055,5,10,16,5,5,1.0
4056,19,3,19,16,16,1.0
4057,25,6,10,10,10,1.0
4058,26,11,25,21,21,1.0
4059,15,6,23,14,13,1.0769230769230769
4060,6,5,26,6,6,1.0
4061,2,3,14,2,2,1.0
4062,17,14,11,10,10,1.0
4063,11,2,17,11,11,1.0
4064,23,14,11,11,10,1.1
4065,18,4,14,14,12,1.1666666666666667
4066,18,3,24,17,16,1.0625
4067,11,4,13,11,10,1.1
4068,18,2,26,18,18,1.0
4069,13,7,25,13,13,1.0
4070,9,15,16,9,9,1.0
4071,9,15,11,7,6,1.1666666666666667
4072,15,2,17,15,14,1.0714285714285714
4073,11,11,20,11,11,1.0
4074,6,2,24,6,6,1.0
4075,6,5,10,6,6,1.0
4076,26,7,25,22,21,1.0476190476190477
4077,19,4,19,16,16,1.0
4078,7,4,12,7,7,1.0
4079,12,8,24,12,12,1.0
4080,4,14,15,4,4,1.0
4081,10,3,14,10,10,1.0
4082,4,13,17,4,4,1.0
4083,1,6,10,1,1,1.0
4084,10,12,13,9,9,1.0
4085,7,15,22,7,7,1.0
4086,5,9,25,5,5,1.0
4087,20,7,25,20,19,1.0526315789473684
4088,12,7,21,12,12,1.0
4089,18,15,13,11,11,1.0
4090,24,12,22,18,17,1.0588235294117647
4091,21,11,22,17,17,1.0
4092,19,11,24,17,16,1.0625
4093,13,12,21,13,13,1.0
4094,17,11,21,16,15,1.0666666666666667
4095,9,15,26,9,9,1.0
4096,22,10,26,20,18,1.1111111111111112
4097,16,10,21,16,15,1.0666666666666667
4098,22,2,20,17,16,1.0625
4099,7,6,10,7,7,1.0
4100,5,15,24,5,5,1.0
4101,24,13,23,20,19,1.0526315789473684
4102,5,3,13,5,5,1.0
4103,19,5,15,13,13,1.0
4104,24,6,11,11,11,1.0
4105,15,6,26,15,15,1.0
4106,9,13,21,9,9,1.0
4107,12,12,23,12,12,1.0
4108,5,10,11,5,5,1.0
4109,26,5,21,20,19,1.0526315789473684
4110,16,3,14,12,11,1.0909090909090908
4111,25,8,26,22,21,1.0476190476190477
4112,16,14,23,16,14,1.1428571428571428
4113,6,8,10,6,6,1.0
4114,2,11,11,2,2,1.0
4115,24,4,26,21,19,1.105263157894737
4116,3,14,15,3,3,1.0
4117,3,10,20,3,3,1.0
4118,14,15,19,12,11,1.0909090909090908
4119,22,5,15,15,14,1.0714285714285714
4120,9,6,21,9,9,1.0
4121,20,11,21,15,15,1.0
4122,6,4,26,6,6,1.0
4123,20,14,13,10,9,1.1111111111111112
4124,19,7,17,15,15,1.0
4125,23,15,11,10,9,1.1111111111111112
4126,22,10,12,11,11,1.0
4127,16,10,19,16,15,1.0666666666666667
4128,14,14,11,8,8,1.0
4129,11,5,16,11,11,1.0
4130,1,14,25,1,1,1.0
4131,26,2,12,12,11,1.0909090909090908
4132,14,7,14,11,9,1.2222222222222223
4133,7,13,14,7,7,1.0
4134,4,6,26,4,4,1.0
4135,21,6,25,19,19,1.0
4136,14,14,25,14,14,1.0
4137,14,7,23,14,14,1.0
4138,14,14,17,12,11,1.0909090909090908
4139,21,7,17,15,14,1.0714285714285714
4140,16,9,22,16,15,1.0666666666666667
4141,21,13,14,11,11,1.0
4142,21,10,17,16,15,1.0666666666666667
4143,1,15,12,1,1,1.0
4144,15,2,26,15,15,1.0
4145,15,12,21,15,14,1.0714285714285714
4146,24,2,11,11,10,1.1
4147,16,3,19,16,16,1.0
4148,19,10,26,19,18,1.0555555555555556
4149,14,8,16,13,12,1.0833333333333333
4150,24,12,20,17,15,1.1333333333333333
4151,11,8,12,10,7,1.4285714285714286
4152,19,5,17,14,13,1.0769230769230769
4153,11,3,14,11,11,1.0
4154,12,12,10,7,6,1.1666666666666667
4155,7,12,16,7,7,1.0
4156,6,8,14,6,6,1.0
4157,19,3,12,12,12,1.0
4158,6,14,25,6,6,1.0
4159,4,13,17,4,4,1.0
4160,18,11,10,10,9,1.1111111111111112
4161,6,3,10,6,6,1.0
4162,22,15,12,10,9,1.1111111111111112
4163,20,7,10,10,10,1.0
4164,1,3,10,1,1,1.0
4165,15,10,17,13,11,1.1818181818181819
4166,11,14,16,11,10,1.1
4167,10,8,14,10,10,1.0
4168,18,8,16,13,12,1.0833333333333333
4169,15,2,12,11,9,1.2222222222222223
4170,11,15,14,10,9,1.1111111111111112
4171,26,13,15,14,14,1.0
4172,12,10,23,12,12,1.0
4173,1,2,13,1,1,1.0
4174,2,11,14,2,2,1.0
4175,10,5,11,7,6,1.1666666666666667
4176,23,14,26,20,19,1.0526315789473684
4177,25,8,10,10,10,1.0
4178,21,3,26,20,19,1.0526315789473684
4179,6,12,20,6,6,1.0
4180,8,4,15,8,8,1.0
4181,22,8,10,10,10,1.0
4182,26,4,21,21,20,1.05
4183,2,6,11,2,2,1.0
4184,8,14,23,8,8,1.0
4185,15,9,20,15,15,1.0
4186,1,7,12,1,1,1.0
4187,13,2,21,13,12,1.0833333333333333
4188,22,9,24,20,18,1.1111111111111112
4189,20,8,11,11,11,1.0
4190,4,8,23,4,4,1.0
4191,22,7,23,19,17,1.1176470588235294
4192,3,4,10,3,3,1.0
4193,3,5,14,3,3,1.0
4194,12,8,23,12,12,1.0
4195,11,4,12,10,10,1.0
4196,19,13,24,18,18,1.0
4197,21,13,15,14,13,1.0769230769230769
4198,9,5,16,9,9,1.0
4199,10,9,22,10,10,1.0
4200,6,15,16,6,6,1.0
4201,11,10,10,6,5,1.2
4202,26,13,25,21,19,1.105263157894737
4203,9,12,14,9,8,1.125
4204,11,13,22,11,11,1.0
4205,20,5,24,20,18,1.1111111111111112
4206,25,7,22,20,19,1.0526315789473684
4207,24,12,23,20,20,1.0
4208,9,14,20,9,9,1.0
4209,20,5,18,15,13,1.1538461538461537
4210,1,9,24,1,1,1.0
4211,20,8,26,20,18,1.1111111111111112
4212,17,10,15,12,12,1.0
4213,5,9,11,5,5,1.0
4214,2,9,11,2,2,1.0
4215,11,7,22,11,11,1.0
4216,7,7,14,7,7,1.0
4217,25,5,20,20,19,1.0526315789473684
4218,12,12,21,12,12,1.0
4219,14,6,24,14,14,1.0
4220,12,2,14,12,11,1.0909090909090908
4221,26,13,18,16,14,1.1428571428571428
4222,15,3,20,15,15,1.0
4223,14,8,23,14,14,1.0
4224,9,10,23,9,9,1.0
4225,16,11,25,16,16,1.0
4226,16,14,22,14,14,1.0
4227,24,7,25,21,21,1.0
4228,20,14,11,10,10,1.0
4229,19,8,14,14,13,1.0769230769230769
4230,6,14,22,6,6,1.0
4231,9,11,25,9,9,1.0
4232,12,8,23,12,12,1.0
4233,2,10,26,2,2,1.0
4234,25,9,14,14,14,1.0
4235,11,5,12,10,10,1.0
4236,12,6,22,12,12,1.0
4237,23,10,17,15,14,1.0714285714285714
4238,1,9,19,1,1,1.0
4239,5,15,23,5,5,1.0
4240,3,2,19,3,3,1.0
4241,14,12,20,13,13,1.0
4242,23,15,14,13,12,1.0833333333333333
4243,21,3,13,13,13,1.0
4244,13,3,12,11,10,1.1
4245,16,15,20,14,12,1.1666666666666667
4246,11,5,23,11,11,1.0
4247,21,14,17,15,13,1.1538461538461537
4248,18,14,18,12,11,1.0909090909090908
4249,6,15,17,6,6,1.0
4250,6,2,16,6,6,1.0
4251,6,4,18,6,6,1.0
4252,11,15,15,11,10,1.1
4253,20,11,20,16,16,1.0
4254,21,9,10,10,10,1.0
4255,7,10,10,7,6,1.1666666666666667
4256,25,8,16,16,15,1.0666666666666667
4257,15,6,22,15,15,1.0
4258,12,10,20,12,12,1.0
4259,6,2,26,6,6,1.0
4260,18,3,10,10,10,1.0
4261,2,13,15,2,2,1.0
4262,17,15,26,17,17,1.0
4263,8,14,25,8,8,1.0
4264,26,4,16,15,14,1.0714285714285714
4265,24,10,13,13,12,1.0833333333333333
4266,5,14,22,5,5,1.0
4267,6,14,14,6,6,1.0
4268,26,3,15,13,12,1.0833333333333333
4269,21,11,15,15,14,1.0714285714285714
4270,4,5,14,4,4,1.0
4271,12,14,13,10,9,1.1111111111111112
4272,22,14,17,14,12,1.1666666666666667
4273,21,12,15,13,12,1.0833333333333333
4274,25,5,25,21,19,1.105263157894737
4275,11,10,16,11,11,1.0
4276,10,2,22,10,10,1.0
4277,20,2,11,11,11,1.0
4278,19,8,20,17,15,1.1333333333333333
4279,19,11,25,18,17,1.0588235294117647
4280,22,15,11,10,8,1.25
4281,18,8,15,14,13,1.0769230769230769
4282,25,4,22,19,18,1.0555555555555556
4283,20,11,26,19,18,1.0555555555555556
4284,19,13,23,17,16,1.0625
4285,12,2,14,12,12,1.0
4286,14,9,23,14,13,1.0769230769230769
4287,15,11,15,12,12,1.0
4288,14,15,15,10,9,1.1111111111111112
4289,24,8,14,14,14,1.0
4290,12,8,24,12,12,1.0
4291,4,7,23,4,4,1.0
4292,3,7,20,3,3,1.0
4293,26,8,18,18,17,1.0588235294117647
4294,7,6,18,7,7,1.0
4295,6,13,19,6,6,1.0
4296,24,8,13,13,13,1.0
4297,6,5,18,6,6,1.0
4298,10,4,11,10,9,1.1111111111111112
4299,18,9,20,17,15,1.1333333333333333
4300,14,4,21,14,14,1.0
4301,4,9,23,4,4,1.0
4302,2,3,26,2,2,1.0
4303,16,10,22,15,15,1.0
4304,13,8,17,13,11,1.1818181818181819
4305,14,14,24,14,14,1.0
4306,8,2,20,8,8,1.0
4307,7,3,19,7,7,1.0
4308,21,6,26,20,20,1.0
4309,18,12,18,14,12,1.1666666666666667
4310,6,10,26,6,6,1.0
4311,26,15,15,14,13,1.0769230769230769
4312,25,5,19,16,14,1.1428571428571428
4313,13,2,24,13,13,1.0
4314,19,8,13,13,13,1.0
4315,4,5,19,4,4,1.0
4316,8,7,16,8,8,1.0
4317,17,2,17,14,14,1.0
4318,23,7,14,13,13,1.0
4319,10,12,17,10,10,1.0
4320,11,13,26,11,11,1.0
4321,25,5,20,20,20,1.0
4322,5,6,18,5,5,1.0
4323,5,3,20,5,5,1.0
4324,3,2,18,3,3,1.0
4325,25,4,20,17,16,1.0625
4326,14,15,18,12,11,1.0909090909090908
4327,7,4,16,7,7,1.0
4328,14,7,21,14,14,1.0
4329,8,5,13,8,8,1.0
4330,22,6,20,18,17,1.0588235294117647
4331,24,8,25,22,20,1.1
4332,17,7,10,10,10,1.0
4333,14,14,21,14,13,1.0769230769230769
4334,4,2,13,4,4,1.0
4335,6,2,21,6,6,1.0
4336,20,8,10,10,9,1.1111111111111112
4337,6,10,15,6,6,1.0
4338,17,12,19,13,12,1.0833333333333333
4339,6,7,13,6,6,1.0
4340,22,2,24,21,20,1.05
4341,18,5,24,17,16,1.0625
4342,11,14,23,11,11,1.0
4343,8,9,21,8,8,1.0
4344,2,15,15,2,2,1.0
4345,7,11,10,7,7,1.0
4346,4,7,16,4,4,1.0
4347,19,9,15,14,14,1.0
4348,19,3,20,17,17,1.0
4349,24,14,15,13,13,1.0
4350,13,14,14,10,9,1.1111111111111112
4351,4,12,16,4,4,1.0
4352,24,3,21,16,16,1.0
4353,1,3,13,1,1,1.0
4354,17,5,22,17,16,1.0625
4355,6,7,14,6,6,1.0
4356,15,8,19,14,13,1.0769230769230769
4357,15,2,16,11,10,1.1
4358,6,5,13,6,6,1.0
4359,5,8,19,5,5,1.0
4360,20,15,10,9,7,1.2857142857142858
4361,26,13,13,13,12,1.0833333333333333
4362,13,14,10,8,7,1.1428571428571428
4363,1,7,10,1,1,1.0
4364,3,3,21,3,3,1.0
4365,9,13,14,9,9,1.0
4366,21,4,10,10,10,1.0
4367,13,8,24,13,13,1.0
4368,2,13,20,2,2,1.0
4369,10,4,19,10,10,1.0
4370,14,3,24,14,14,1.0
4371,18,3,20,16,15,1.0666666666666667
4372,22,10,16,16,15,1.0666666666666667
4373,4,6,15,4,4,1.0
4374,12,3,23,12,12,1.0
4375,1,3,12,1,1,1.0
4376,5,14,12,5,5,1.0
4377,5,10,19,5,5,1.0
4378,16,5,15,14,14,1.0
4379,26,9,25,22,22,1.0
4380,12,7,25,12,12,1.0
4381,12,9,18,12,12,1.0
4382,26,15,14,14,13,1.0769230769230769
4383,2,12,13,2,2,1.0
4384,21,11,13,13,12,1.0833333333333333
4385,18,10,21,17,16,1.0625
4386,22,3,22,19,18,1.0555555555555556
4387,2,12,18,2,2,1.0
4388,9,9,25,9,9,1.0
4389,22,14,14,12,12,1.0
4390,24,15,10,10,10,1.0
4391,24,13,23,19,17,1.1176470588235294
4392,17,14,23,16,15,1.0666666666666667
4393,4,12,15,4,4,1.0
4394,17,8,15,13,12,1.0833333333333333
4395,1,8,15,1,1,1.0
4396,7,3,23,7,7,1.0
4397,23,5,10,10,10,1.0
4398,19,10,22,15,14,1.0714285714285714
4399,4,10,11,4,4,1.0
4400,9,3,19,9,9,1.0
4401,21,8,11,11,11,1.0
4402,19,10,12,11,9,1.2222222222222223
4403,24,15,13,12,11,1.0909090909090908
4404,25,9,23,21,20,1.05
4405,19,14,10,10,9,1.1111111111111112
4406,26,4,25,22,20,1.1
4407,26,13,20,16,15,1.0666666666666667
4408,4,6,26,4,4,1.0
4409,9,5,18,9,9,1.0
4410,4,2,10,4,4,1.0
4411,23,4,11,11,11,1.0
4412,4,6,17,4,4,1.0
4413,18,15,14,11,10,1.1
4414,23,10,12,11,10,1.1
4415,14,8,14,11,10,1.1
4416,16,12,26,16,16,1.0
4417,4,6,16,4,4,1.0
4418,6,15,19,6,6,1.0
4419,5,9,13,5,5,1.0
4420,14,8,16,13,13,1.0
4421,8,3,24,8,8,1.0
4422,15,6,17,13,11,1.1818181818181819
4423,23,4,18,16,16,1.0
4424,10,7,24,10,10,1.0
4425,6,14,25,6,6,1.0
4426,8,4,24,8,8,1.0
4427,16,3,21,16,16,1.0
4428,16,3,19,14,13,1.0769230769230769
4429,22,9,23,19,17,1.1176470588235294
4430,12,3,11,10,9,1.1111111111111112
4431,15,15,16,12,10,1.2
4432,7,8,23,7,7,1.0
4433,8,5,16,8,8,1.0
4434,8,11,11,8,7,1.1428571428571428
4435,13,10,12,9,8,1.125
4436,11,11,17,11,10,1.1
4437,6,14,23,6,6,1.0
4438,23,14,12,12,11,1.0909090909090908
4439,24,2,18,18,17,1.0588235294117647
4440,5,9,10,5,5,1.0
4441,22,13,24,18,17,1.0588235294117647
4442,5,10,17,5,5,1.0
4443,2,5,21,2,2,1.0
4444,22,6,20,18,17,1.0588235294117647
4445,19,7,14,13,12,1.0833333333333333
4446,17,14,26,17,17,1.0
4447,15,14,26,15,14,1.0714285714285714
4448,12,2,16,12,12,1.0
4449,16,5,26,16,16,1.0
4450,21,2,15,15,14,1.0714285714285714
4451,22,9,25,19,17,1.1176470588235294
4452,25,10,16,13,13,1.0
4453,19,10,16,13,11,1.1818181818181819
4454,8,4,11,7,7,1.0
4455,21,8,21,18,17,1.0588235294117647
4456,13,14,24,13,13,1.0
4457,3,6,16,3,3,1.0
4458,8,11,10,7,6,1.1666666666666667
4459,6,2,26,6,6,1.0
4460,16,9,15,12,12,1.0
4461,21,8,18,16,16,1.0
4462,12,14,10,9,8,1.125
4463,18,14,19,15,14,1.0714285714285714
4464,10,10,15,10,10,1.0
4465,16,10,22,16,15,1.0666666666666667
4466,14,5,20,14,14,1.0
4467,1,2,26,1,1,1.0
4468,16,5,11,11,11,1.0
4469,10,7,15,10,9,1.1111111111111112
4470,13,10,17,11,10,1.1
4471,17,14,17,12,11,1.0909090909090908
4472,12,6,13,10,10,1.0
4473,5,10,15,5,5,1.0
4474,25,4,14,14,13,1.0769230769230769
4475,12,5,15,12,12,1.0
4476,24,7,26,22,22,1.0
4477,25,8,20,19,18,1.0555555555555556
4478,11,7,24,11,11,1.0
4479,17,14,24,15,15,1.0
4480,25,14,12,12,11,1.0909090909090908
4481,11,3,13,10,9,1.1111111111111112
4482,11,2,18,11,11,1.0
4483,20,11,20,18,17,1.0588235294117647
4484,5,15,25,5,5,1.0
4485,11,13,25,11,11,1.0
4486,16,7,17,14,13,1.0769230769230769
4487,13,14,18,12,11,1.0909090909090908
4488,12,15,11,7,6,1.1666666666666667
4489,6,10,20,6,6,1.0
4490,13,3,14,12,12,1.0
4491,11,5,22,11,11,1.0
4492,10,14,23,10,10,1.0
4493,24,8,22,21,20,1.05
4494,21,10,25,20,20,1.0
4495,2,4,19,2,2,1.0
4496,25,3,24,19,18,1.0555555555555556
4497,24,5,11,11,11,1.0
4498,12,9,11,9,7,1.2857142857142858
4499,4,15,22,4,4,1.0
4500,26,15,11,10,9,1.1111111111111112
4501,24,15,26,19,16,1.1875
4502,19,12,11,10,10,1.0
4503,24,2,10,10,10,1.0
4504,17,3,12,11,11,1.0
4505,13,11,15,12,10,1.2
4506,23,13,25,19,17,1.1176470588235294
4507,11,8,24,11,11,1.0
4508,2,14,15,2,2,1.0
4509,9,14,15,9,9,1.0
4510,17,6,16,14,13,1.0769230769230769
4511,3,5,17,3,3,1.0
4512,13,13,12,9,8,1.125
4513,18,11,24,15,13,1.1538461538461537
4514,16,15,23,14,14,1.0
4515,9,4,11,8,7,1.1428571428571428
4516,9,2,11,9,9,1.0
4517,16,10,17,13,12,1.0833333333333333
4518,10,9,22,10,10,1.0
4519,26,4,19,19,19,1.0
4520,15,4,24,15,15,1.0
4521,10,8,15,10,10,1.0
4522,21,7,26,21,20,1.05
4523,25,11,18,17,17,1.0
4524,13,7,12,10,10,1.0
4525,19,13,22,15,15,1.0
4526,6,15,26,6,6,1.0
4527,20,6,10,10,10,1.0
4528,26,10,16,16,15,1.0666666666666667
4529,23,3,23,20,19,1.0526315789473684
4530,17,7,12,11,10,1.1
4531,26,11,19,18,16,1.125
4532,8,3,19,8,8,1.0
4533,7,14,11,7,7,1.0
4534,12,12,11,8,6,1.3333333333333333
4535,22,11,20,18,16,1.125
4536,10,13,26,10,10,1.0
4537,21,6,21,18,15,1.2
4538,21,4,22,19,18,1.0555555555555556
4539,8,10,21,8,8,1.0
4540,26,10,21,20,19,1.0526315789473684
4541,16,6,21,16,15,1.0666666666666667
4542,13,2,25,13,13,1.0
4543,22,5,18,18,17,1.0588235294117647
4544,16,14,12,10,10,1.0
4545,14,8,21,14,14,1.0
4546,10,9,16,10,10,1.0
4547,23,6,10,10,10,1.0
4548,19,14,16,14,12,1.1666666666666667
4549,5,6,14,5,5,1.0
4550,12,12,13,10,10,1.0
4551,14,4,24,14,14,1.0
4552,14,3,12,10,9,1.1111111111111112
4553,8,7,21,8,8,1.0
4554,7,6,20,7,7,1.0
4555,14,9,22,14,14,1.0
4556,3,12,20,3,3,1.0
4557,24,10,11,11,11,1.0
4558,12,4,12,10,9,1.1111111111111112
4559,19,7,11,11,10,1.1
4560,1,11,10,1,1,1.0
4561,25,8,17,16,15,1.0666666666666667
4562,5,3,14,5,5,1.0
4563,26,13,25,21,21,1.0
4564,13,7,12,10,9,1.1111111111111112
4565,6,10,23,6,6,1.0
4566,9,6,25,9,9,1.0
4567,21,7,12,12,12,1.0
4568,24,12,14,14,12,1.1666666666666667
4569,16,13,12,11,10,1.1
4570,8,7,24,8,8,1.0
4571,12,9,24,12,12,1.0
4572,5,15,13,5,5,1.0
4573,19,11,23,17,17,1.0
4574,5,13,14,5,5,1.0
4575,20,11,13,12,11,1.0909090909090908
4576,15,2,15,14,13,1.0769230769230769
4577,22,3,17,15,14,1.0714285714285714
4578,5,10,22,5,5,1.0
4579,6,6,22,6,6,1.0
4580,16,6,15,14,12,1.1666666666666667
4581,21,10,12,12,11,1.0909090909090908
4582,21,11,16,15,13,1.1538461538461537
4583,20,10,23,19,18,1.0555555555555556
4584,26,12,14,14,14,1.0
4585,12,5,24,12,12,1.0
4586,23,13,24,20,19,1.0526315789473684
4587,14,6,10,9,9,1.0
4588,7,3,24,7,7,1.0
4589,10,8,24,10,10,1.0
4590,4,7,23,4,4,1.0
4591,3,15,25,3,3,1.0
4592,25,9,21,20,19,1.0526315789473684
4593,19,11,11,9,8,1.125
4594,3,15,20,3,3,1.0
4595,8,15,22,8,8,1.0
4596,2,11,13,2,2,1.0
4597,16,13,26,16,15,1.0666666666666667
4598,3,4,21,3,3,1.0
